Beer Name,Ratings,Style Name,Cellar Temperature,Serving Temperature,Score
106022,11,EnglishPaleAle,40-45,45-50,3.13
82232,58,AmericanPorter,40-45,45-50,4.03
3419,0,ScotchAleWeeHeavy,40-45,45-50,0
70823,3,AmericanPaleAle(APA),35-40,40-45,3.94
139861,1,EnglishPaleAle,40-45,45-50,3.29
36542,17,AmericanDoubleImperialIPA,45-50,50-55,4.19
97913,2,AmericanWildAle,40-45,45-50,4.32
23920,2,EnglishBrownAle,40-45,45-50,2.96
150238,26,AmericanDoubleImperialIPA,45-50,50-55,4.21
144397,678,MrzenOktoberfest,40-45,45-50,3.64
41488,2,Schwarzbier,40-45,45-50,3.56
157074,0,AmericanBlackAle,35-40,40-45,0
63877,122,ScottishAle,40-45,45-50,3.62
155031,"3,293",Doppelbock,40-45,45-50,3.94
24545,1,EnglishPaleAle,40-45,45-50,3.58
3132,1,AmericanDoubleImperialIPA,45-50,50-55,4.06
133905,1,GermanPilsener,35-40,40-45,4
54637,34,Witbier,40-45,45-50,4.01
106931,97,BalticPorter,45-50,50-55,4.01
81749,0,FruitVegetableBeer,35-40,40-45,0
104178,2,AmericanPaleLager,35-40,40-45,3.09
25797,3,Hefeweizen,40-45,45-50,3
135795,6,HerbedSpicedBeer,,45-50,3.74
92643,2,MaibockHellesBock,40-45,45-50,3.75
100562,14,MunichDunkelLager,40-45,45-50,3.9
132091,19,AmericanIPA,40-45,45-50,3.84
21963,460,AmericanDoubleImperialIPA,45-50,50-55,2.64
104086,2,AmericanPorter,40-45,45-50,3.96
15376,0,BelgianPaleAle,40-45,45-50,0
137084,0,AmericanWildAle,40-45,45-50,0
88205,0,AmericanPaleAle(APA),35-40,40-45,0
123851,7,GermanPilsener,35-40,40-45,3.02
18944,0,EnglishPorter,,50-55,0
160215,1,AmericanIPA,40-45,45-50,3.86
78700,2,AmericanPorter,40-45,45-50,3.25
125671,1,EnglishBitter,,45-50,3.69
75310,2,AmericanBrownAle,40-45,45-50,3.51
50627,23,CreamAle,35-40,40-45,3.09
47402,2,Gose,40-45,45-50,4.06
162308,1,AmericanIPA,40-45,45-50,3.91
21918,22,Dubbel,45-50,45-50,3.8
23708,1,AmericanAmberRedAle,40-45,45-50,3.48
158039,4,BelgianStrongPaleAle,40-45,50-55,4.17
20844,1,AmericanBlondeAle,35-40,40-45,3.52
22456,2,AmericanPorter,40-45,45-50,3.92
23288,2,AmericanStout,40-45,45-50,3.27
67784,1,ChileBeer,35-40,40-45,3.35
133993,1,AmericanPorter,40-45,45-50,4
129415,10,SaisonFarmhouseAle,45-50,45-50,3.89
146952,77,AmericanPaleAle(APA),35-40,40-45,3.64
41724,1,BiredeGarde,45-50,45-50,3.99
144991,59,AmericanDoubleImperialIPA,45-50,50-55,4.05
12480,3,AmericanPaleAle(APA),35-40,40-45,3.62
45800,31,AmericanDoubleImperialIPA,45-50,50-55,3.91
95200,4,ScotchAleWeeHeavy,40-45,45-50,3.43
46341,1,AmericanIPA,40-45,45-50,4.06
72137,6,LowAlcoholBeer,35-40,40-45,2.04
124516,2,Klsch,35-40,40-45,3.64
8198,10,AmericanIPA,40-45,45-50,3.95
32372,1,FruitVegetableBeer,35-40,40-45,3.48
92635,1,MaibockHellesBock,40-45,45-50,3.54
158843,5,AmericanPorter,40-45,45-50,3.81
79394,1,Witbier,40-45,45-50,3.15
14156,2,AmericanDoubleImperialStout,45-50,50-55,4.35
4400,0,Dubbel,45-50,45-50,0
89651,0,AmericanWildAle,40-45,45-50,0
37641,1,AmericanPorter,40-45,45-50,3.83
145827,100,AmericanBlondeAle,35-40,40-45,3.57
134441,3,AmericanStrongAle,45-50,50-55,4.11
150774,2,EnglishIndiaPaleAle(IPA),35-40,40-45,3.11
64408,0,AmericanBarleywine,45-50,50-55,0
106166,5,AmericanIPA,40-45,45-50,3.85
30659,33,AmericanBlackAle,35-40,40-45,4.02
142574,2,HerbedSpicedBeer,,45-50,3.96
78021,1,AmericanDoubleImperialIPA,45-50,50-55,4
96092,149,AmericanPorter,40-45,45-50,3.92
157643,1,AmericanBrownAle,40-45,45-50,3.83
129493,9,EuroPaleLager,35-40,40-45,2.56
17886,15,AmericanStout,40-45,45-50,4.04
117754,28,AmericanIPA,40-45,45-50,3.36
137836,1,AmericanAdjunctLager,35-40,35-40,3.69
84164,2,AmericanIPA,40-45,45-50,4.16
147836,0,AmericanDoubleImperialIPA,45-50,50-55,0
111903,0,Bock,40-45,45-50,0
98741,32,Hefeweizen,40-45,45-50,3.19
41843,0,AmericanPorter,40-45,45-50,0
4284,3,CzechPilsener,35-40,40-45,4.03
82608,2,Hefeweizen,40-45,45-50,3.14
89875,2,AmericanIPA,40-45,45-50,3.48
146151,8,BelgianPaleAle,40-45,45-50,2.88
101043,2,BelgianPaleAle,40-45,45-50,4.28
75312,2,AmericanBrownAle,40-45,45-50,3.59
31918,13,AmericanIPA,40-45,45-50,4.16
34969,3,AmericanDoubleImperialIPA,45-50,50-55,4.12
93256,443,HerbedSpicedBeer,,45-50,3.44
156096,"1,470",AmericanBlondeAle,35-40,40-45,3.66
5069,1,CzechPilsener,35-40,40-45,3.88
2180,1,AmericanPaleAle(APA),35-40,40-45,3.21
93900,17,AmericanIPA,40-45,45-50,4.11
49284,1,AmericanStout,40-45,45-50,3.78
53938,3,AmericanDoubleImperialIPA,45-50,50-55,4.32
67941,0,AmericanIPA,40-45,45-50,0
96752,2,BalticPorter,45-50,50-55,3.96
114357,3,GermanPilsener,35-40,40-45,3.73
165469,10,Lambic-Fruit,45-50,45-50,3.99
138066,0,AmericanDoubleImperialIPA,45-50,50-55,0
106601,1,MrzenOktoberfest,40-45,45-50,3.86
20967,1,AmericanBlondeAle,35-40,40-45,4.25
119825,0,AmericanIPA,40-45,45-50,0
28221,0,AmericanIPA,40-45,45-50,0
138491,1,AmericanWildAle,40-45,45-50,4.29
96259,17,AmericanIPA,40-45,45-50,3.91
120582,19,LightLager,35-40,40-45,2.63
71673,4,AmericanBarleywine,45-50,50-55,3.53
116966,2,AmericanPaleAle(APA),35-40,40-45,2.81
9411,4,AmericanIPA,40-45,45-50,3.76
163105,14,Witbier,40-45,45-50,3.49
27025,1,AmericanPaleAle(APA),35-40,40-45,4.11
67684,1,MunichHellesLager,35-40,40-45,4
100436,22,AmericanPorter,40-45,45-50,3.74
140119,1,EnglishPorter,,50-55,4.14
41974,0,EnglishIndiaPaleAle(IPA),35-40,40-45,0
76892,0,AmericanIPA,40-45,45-50,0
124895,35,LightLager,35-40,40-45,2.64
124981,1,MrzenOktoberfest,40-45,45-50,3.93
144115,1,AmericanIPA,40-45,45-50,4
36900,1,EnglishPaleAle,40-45,45-50,3.75
18339,9,SaisonFarmhouseAle,45-50,45-50,4.35
8062,7,EuroPaleLager,35-40,40-45,2.33
148305,9,AmericanDoubleImperialIPA,45-50,50-55,3.89
152191,1,EuroDarkLager,,45-50,3.5
16720,2,AmericanBarleywine,45-50,50-55,4.12
102424,2,AmericanIPA,40-45,45-50,3.62
52201,9,EnglishPaleAle,40-45,45-50,2.57
156578,1,EuroDarkLager,,45-50,2.1
3957,1,AmericanStout,40-45,45-50,4.21
55979,1,AmericanPaleAle(APA),35-40,40-45,3.42
121660,1,IrishRedAle,35-40,40-45,3.5
156530,10,AmericanIPA,40-45,45-50,4.3
129827,0,AmericanPaleAle(APA),35-40,40-45,0
160689,1,BerlinerWeissbier,40-45,45-50,4.25
99449,5,AmericanDoubleImperialIPA,45-50,50-55,3.94
97978,16,ScottishAle,40-45,45-50,3.69
164448,48,Witbier,40-45,45-50,3.86
89237,1,AmericanIPA,40-45,45-50,3.75
161988,2,AmericanIPA,40-45,45-50,3.81
94307,82,AmericanDoubleImperialStout,45-50,50-55,4.47
6267,3,Altbier,40-45,45-50,3.86
4505,9,BerlinerWeissbier,40-45,45-50,3.73
105197,1,AmericanPaleAle(APA),35-40,40-45,3.52
127122,1,AmericanPaleAle(APA),35-40,40-45,4.08
42413,1,BelgianStrongDarkAle,45-50,45-50,3.57
144544,4,AmericanDoubleImperialIPA,45-50,50-55,3.99
104860,1,AmericanBrownAle,40-45,45-50,3.67
11188,2,AmericanBlackAle,35-40,40-45,3.44
32484,1,CzechPilsener,35-40,40-45,2.83
49275,1,RyeBeer,40-45,45-50,3.75
48798,0,EnglishPorter,,50-55,0
78624,1,AmericanWildAle,40-45,45-50,4.25
29987,0,AmericanIPA,40-45,45-50,0
19641,0,AmericanBrownAle,40-45,45-50,0
112629,0,AmericanPorter,40-45,45-50,0
150812,4,RyeBeer,40-45,45-50,3.84
130379,1,SaisonFarmhouseAle,45-50,45-50,4
130373,3,SaisonFarmhouseAle,45-50,45-50,3.26
61264,23,BelgianPaleAle,40-45,45-50,3.73
21704,1,LightLager,35-40,40-45,4.4
86483,2,BelgianStrongPaleAle,40-45,50-55,3.21
59368,29,AmericanDoubleImperialStout,45-50,50-55,4.18
40722,1,AmericanStrongAle,45-50,50-55,3.53
123558,2,AmericanAmberRedAle,40-45,45-50,4.02
110372,7,AmericanPaleAle(APA),35-40,40-45,3.81
27835,23,SaisonFarmhouseAle,45-50,45-50,3.57
156202,457,AmericanIPA,40-45,45-50,3.36
46046,18,AmericanIPA,40-45,45-50,4.07
62671,52,Eisbock,40-45,50-55,3.91
38759,7,IrishDryStout,40-45,45-50,3.82
87857,1,AmericanPaleAle(APA),35-40,40-45,4.09
88816,0,EnglishBrownAle,40-45,45-50,0
62480,5,BelgianStrongPaleAle,40-45,50-55,3.41
50156,5,AmericanIPA,40-45,45-50,3.79
66369,1,GermanPilsener,35-40,40-45,4.03
41156,0,AmericanStout,40-45,45-50,0
38998,1,AmericanPaleAle(APA),35-40,40-45,3.62
63302,0,HerbedSpicedBeer,,45-50,0
38887,0,SaisonFarmhouseAle,45-50,45-50,0
62480,0,FlandersRedAle,45-50,45-50,0
14620,2,AmericanBlondeAle,35-40,40-45,3.17
20815,5,AmericanBlondeAle,35-40,40-45,3.07
14855,0,Braggot,,50-55,0
21753,3,BerlinerWeissbier,40-45,45-50,3.65
81978,1,ScottishAle,40-45,45-50,3.71
101256,1,AmericanIPA,40-45,45-50,4.02
21479,177,AmericanPaleLager,35-40,40-45,3.36
46256,21,AmericanBlackAle,35-40,40-45,3.87
7174,5,AmericanWildAle,40-45,45-50,3.8
93818,2,AmericanPorter,40-45,45-50,4.27
45587,0,AmericanDoubleImperialIPA,45-50,50-55,0
11964,10,MunichHellesLager,35-40,40-45,3.47
83101,2,Klsch,35-40,40-45,4.5
88897,1,AmericanIPA,40-45,45-50,5
128656,2,SaisonFarmhouseAle,45-50,45-50,3.96
45092,2,AmericanAmberRedAle,40-45,45-50,4.07
7327,0,AmericanIPA,40-45,45-50,0
69536,1,HerbedSpicedBeer,,45-50,3.25
92566,2,IrishDryStout,40-45,45-50,3.11
153027,13,Witbier,40-45,45-50,3.67
65671,253,Lambic-Fruit,45-50,45-50,3.7
23896,105,FlandersOudBruin,45-50,45-50,3.34
28725,1,MunichHellesLager,35-40,40-45,2.72
135170,2,AmericanBrownAle,40-45,45-50,4.15
142231,1,SmokedBeer,,50-55,1.5
76404,143,Tripel,45-50,45-50,3.65
137546,30,BalticPorter,45-50,50-55,3.99
103419,1,AmericanIPA,40-45,45-50,3.78
150751,0,FruitVegetableBeer,35-40,40-45,0
68597,1,Witbier,40-45,45-50,3.62
99893,0,AmericanIPA,40-45,45-50,0
34030,1,AmericanIPA,40-45,45-50,3.48
47233,2,Dubbel,45-50,45-50,3.58
2710,7,HerbedSpicedBeer,,45-50,3.43
102009,0,Bock,40-45,45-50,0
41876,0,AmericanStout,40-45,45-50,0
27107,155,AmericanWildAle,40-45,45-50,4.01
1039,0,AmericanBlackAle,35-40,40-45,0
11131,0,CreamAle,35-40,40-45,0
158165,1,BelgianStrongPaleAle,40-45,50-55,3.15
12601,1,Altbier,40-45,45-50,3.88
11881,4,BalticPorter,45-50,50-55,3.61
29788,2,AmericanDoubleImperialStout,45-50,50-55,3.59
151979,6,EuroStrongLager,35-40,40-45,2.66
158451,75,AmericanPorter,40-45,45-50,3.69
149780,1,AmericanIPA,40-45,45-50,3.99
15686,0,Witbier,40-45,45-50,0
90667,2,BelgianPaleAle,40-45,45-50,3.75
14041,18,AmericanDoubleImperialIPA,45-50,50-55,4.04
83247,18,BelgianPaleAle,40-45,45-50,3.66
54101,9,AmericanAmberRedAle,40-45,45-50,3.53
113125,0,SaisonFarmhouseAle,45-50,45-50,0
137062,1,AmericanBrownAle,40-45,45-50,3.4
131725,30,EnglishBitter,,45-50,3.37
142006,1,Hefeweizen,40-45,45-50,3.51
71044,1,AmericanIPA,40-45,45-50,3.85
83410,0,MaibockHellesBock,40-45,45-50,0
109637,6,EnglishBrownAle,40-45,45-50,3.98
406,10,AmericanDoubleImperialIPA,45-50,50-55,4.48
28176,1,AmericanPaleAle(APA),35-40,40-45,3.84
10984,0,AmericanWildAle,40-45,45-50,0
37894,2,CzechPilsener,35-40,40-45,3.43
126014,58,HerbedSpicedBeer,,45-50,3.4
15870,3,AmericanBlondeAle,35-40,40-45,3.65
41212,7,AmericanDoubleImperialStout,45-50,50-55,4.2
14193,1,AmericanBrownAle,40-45,45-50,4.09
162674,1,MunichHellesLager,35-40,40-45,4.25
23651,32,AmericanDoubleImperialStout,45-50,50-55,4.07
127649,258,CzechPilsener,35-40,40-45,3.88
141649,1,AmericanDoubleImperialIPA,45-50,50-55,4.43
111942,1,AmericanIPA,40-45,45-50,3.1
108160,0,EuroPaleLager,35-40,40-45,0
124407,1,AmericanDoubleImperialIPA,45-50,50-55,3.5
51411,1,AmericanBlondeAle,35-40,40-45,3.25
25191,5,AmericanDoubleImperialStout,45-50,50-55,4.65
113911,29,CzechPilsener,35-40,40-45,3.5
31721,68,EnglishPorter,,50-55,3.95
30377,9,SaisonFarmhouseAle,45-50,45-50,4.26
19047,5,AmericanPorter,40-45,45-50,3.67
117746,2,AmericanAmberRedAle,40-45,45-50,2.88
116528,0,AmericanPorter,40-45,45-50,0
112921,1,EnglishPaleAle,40-45,45-50,3.31
10249,0,AmericanPaleAle(APA),35-40,40-45,0
159617,3,BiredeGarde,45-50,45-50,3.51
164042,0,AmericanWildAle,40-45,45-50,0
163518,500,BelgianIPA,35-40,40-45,3.81
120147,"1,107",GermanPilsener,35-40,40-45,3.6
3163,1,AmericanBrownAle,40-45,45-50,3.5
4626,1,BelgianPaleAle,40-45,45-50,3.5
82036,0,AmericanDoubleImperialStout,45-50,50-55,0
104090,37,AmericanIPA,40-45,45-50,3.82
8438,3,FruitVegetableBeer,35-40,40-45,3.6
149761,0,MunichDunkelLager,40-45,45-50,0
120551,7,AmericanDoubleImperialIPA,45-50,50-55,4.15
30501,5,AmericanAdjunctLager,35-40,35-40,2.17
104940,1,SaisonFarmhouseAle,45-50,45-50,3.7
711,1,AmericanIPA,40-45,45-50,3.4
25694,1,MunichHellesLager,35-40,40-45,4.02
46608,10,AmericanPorter,40-45,45-50,3.94
156185,1,AmericanIPA,40-45,45-50,3.9
70874,1,AmericanIPA,40-45,45-50,4
86534,1,LightLager,35-40,40-45,3.5
35518,152,AmericanPorter,40-45,45-50,4.06
21712,17,BerlinerWeissbier,40-45,45-50,3.94
77184,2,BelgianStrongPaleAle,40-45,50-55,4.21
75576,2,AmericanPorter,40-45,45-50,3.74
106601,2,MrzenOktoberfest,40-45,45-50,3.39
31612,1,BerlinerWeissbier,40-45,45-50,3.94
134592,1,AmericanIPA,40-45,45-50,5
6850,17,AmericanIPA,40-45,45-50,3.99
39057,12,AmericanBrownAle,40-45,45-50,4.03
104088,4,BelgianPaleAle,40-45,45-50,3.97
112336,4,AmericanWildAle,40-45,45-50,3.64
140830,8,MunichDunkelLager,40-45,45-50,3.81
36976,1,AmericanPaleAle(APA),35-40,40-45,3.67
33866,1,AmericanIPA,40-45,45-50,4
56995,1,AmericanIPA,40-45,45-50,3.56
139437,1,ScotchAleWeeHeavy,40-45,45-50,3.67
87302,3,AmericanPaleAle(APA),35-40,40-45,4.06
88193,117,AmericanIPA,40-45,45-50,3.97
108577,4,AmericanWildAle,40-45,45-50,3.73
140534,10,GermanPilsener,35-40,40-45,3.38
164878,1,MrzenOktoberfest,40-45,45-50,3.45
24871,1,Dunkelweizen,40-45,45-50,4.75
96409,1,AmericanPorter,40-45,45-50,3.6
43344,2,AmericanDoubleImperialIPA,45-50,50-55,3.99
162044,1,AmericanBlackAle,35-40,40-45,4.5
86097,0,AmericanPaleAle(APA),35-40,40-45,0
36849,10,AmericanPorter,40-45,45-50,3.77
153363,1,AmericanIPA,40-45,45-50,2.75
68768,"1,372",AmericanPorter,40-45,45-50,3.87
6997,0,AmericanStrongAle,45-50,50-55,0
143241,35,CreamAle,35-40,40-45,3.35
126970,0,AmericanAmberRedAle,40-45,45-50,0
167212,1,GermanPilsener,35-40,40-45,2.75
9472,9,AmericanIPA,40-45,45-50,3.93
113277,1,Witbier,40-45,45-50,2.75
54538,10,AmericanPaleAle(APA),35-40,40-45,4.16
140646,1,BelgianStrongDarkAle,45-50,45-50,3.55
39005,26,AmericanIPA,40-45,45-50,3.75
41880,0,AmericanDoubleImperialIPA,45-50,50-55,0
160695,4,AmericanIPA,40-45,45-50,4.2
80048,1,BelgianPaleAle,40-45,45-50,3.4
3111,1,FlandersRedAle,45-50,45-50,3.67
87875,19,AmericanPaleAle(APA),35-40,40-45,3.72
138281,2,EnglishBitter,,45-50,3.7
28882,65,AmericanPaleAle(APA),35-40,40-45,3.98
115997,1,EuroPaleLager,35-40,40-45,3.25
7021,115,AmericanPaleAle(APA),35-40,40-45,4.1
149703,4,HerbedSpicedBeer,,45-50,3.59
314,68,AmericanStout,40-45,45-50,4.33
11894,3,Tripel,45-50,45-50,3.94
110847,1,AmericanIPA,40-45,45-50,3.25
101053,2,EnglishDarkMildAle,40-45,45-50,3.87
130925,0,FruitVegetableBeer,35-40,40-45,0
57358,2,AmericanIPA,40-45,45-50,3.62
32010,3,RyeBeer,40-45,45-50,4.03
153711,0,BelgianStrongPaleAle,40-45,50-55,0
162897,1,GermanPilsener,35-40,40-45,3.75
105170,1,EnglishDarkMildAle,40-45,45-50,4
154640,6,Tripel,45-50,45-50,3.96
44832,10,AmericanPaleAle(APA),35-40,40-45,3.08
105072,0,AmericanBrownAle,40-45,45-50,0
83196,1,Klsch,35-40,40-45,4
31538,179,AmericanDoubleImperialIPA,45-50,50-55,4
8257,0,FruitVegetableBeer,35-40,40-45,0
5236,1,FruitVegetableBeer,35-40,40-45,3.26
21074,0,FruitVegetableBeer,35-40,40-45,0
118586,1,BerlinerWeissbier,40-45,45-50,3.58
52330,1,AmericanPaleAle(APA),35-40,40-45,3.82
146336,2,LightLager,35-40,40-45,3.86
151195,3,AmericanDoubleImperialStout,45-50,50-55,4.35
59081,1,BerlinerWeissbier,40-45,45-50,3.95
66293,20,AmericanWildAle,40-45,45-50,4.08
23566,2,AmericanDoubleImperialStout,45-50,50-55,3.72
4238,34,AmericanDoubleImperialIPA,45-50,50-55,3.96
163243,23,BelgianIPA,35-40,40-45,3.67
98339,1,GermanPilsener,35-40,40-45,1.61
96367,2,AmericanDoubleImperialStout,45-50,50-55,4.01
48085,286,Hefeweizen,40-45,45-50,3.82
141300,1,AmericanPorter,40-45,45-50,3.24
63229,0,ScottishAle,40-45,45-50,0
102044,0,Klsch,35-40,40-45,0
65276,1,IrishDryStout,40-45,45-50,3.68
154556,18,SaisonFarmhouseAle,45-50,45-50,3.8
104508,16,Hefeweizen,40-45,45-50,3.45
108332,0,CaliforniaCommonSteamBeer,35-40,40-45,0
12687,3,Happoshu,35-40,40-45,2.24
4019,1,AmericanPorter,40-45,45-50,3.73
47750,3,Dunkelweizen,40-45,45-50,3.82
156070,40,Doppelbock,40-45,45-50,4.08
142038,2,SaisonFarmhouseAle,45-50,45-50,4.29
128100,150,AmericanBlondeAle,35-40,40-45,3.75
142817,3,AmericanStout,40-45,45-50,3.73
105188,0,MunichHellesLager,35-40,40-45,0
139034,45,AmericanIPA,40-45,45-50,4.28
74335,2,AmericanIPA,40-45,45-50,3.07
124136,1,BerlinerWeissbier,40-45,45-50,4.5
133593,7,AmericanPorter,40-45,45-50,3.72
152156,1,SaisonFarmhouseAle,45-50,45-50,3.98
5033,"2,073",AmericanPorter,40-45,45-50,4.15
62230,0,SaisonFarmhouseAle,45-50,45-50,0
151979,6,EuroStrongLager,35-40,40-45,2.66
7956,1,AmericanIPA,40-45,45-50,2.86
7709,1,AmericanBrownAle,40-45,45-50,3.71
164541,67,AmericanPorter,40-45,45-50,4.03
79665,0,AmericanWildAle,40-45,45-50,0
121545,1,Dubbel,45-50,45-50,3.48
167775,3,KellerbierZwickelbier,35-40,40-45,3.71
923,2,AmericanPorter,40-45,45-50,3.84
32987,2,AmericanPorter,40-45,45-50,3.62
20369,0,Witbier,40-45,45-50,0
133247,4,ScotchAleWeeHeavy,40-45,45-50,3.52
6971,1,AmericanIPA,40-45,45-50,4.81
13263,1,AmericanPorter,40-45,45-50,3.75
70185,11,Klsch,35-40,40-45,3.47
39970,"1,329",AmericanDoubleImperialStout,45-50,50-55,4.22
6597,0,CreamAle,35-40,40-45,0
71218,1,AmericanBlackAle,35-40,40-45,3.73
89658,0,Gose,40-45,45-50,0
101736,1,AmericanPaleAle(APA),35-40,40-45,4.22
149841,6,AmericanIPA,40-45,45-50,3.93
114991,6,AmericanPaleAle(APA),35-40,40-45,3.84
147462,6,AmericanDoubleImperialIPA,45-50,50-55,4.42
20958,6,AmericanPaleAle(APA),35-40,40-45,4.28
166390,2,AmericanBarleywine,45-50,50-55,4.03
52404,2,PumpkinAle,40-45,45-50,3.83
64914,2,PumpkinAle,40-45,45-50,3.62
143038,3,Gose,40-45,45-50,3.64
133908,313,AmericanDoubleImperialIPA,45-50,50-55,3.89
61215,4,EnglishBitter,,45-50,3.6
33972,2,AmericanDoubleImperialIPA,45-50,50-55,3.45
145950,11,AmericanIPA,40-45,45-50,3.78
89293,8,MunichDunkelLager,40-45,45-50,3.17
135064,1,EnglishBitter,,45-50,3.5
63072,18,FruitVegetableBeer,35-40,40-45,3.04
55993,2,AmericanIPA,40-45,45-50,3.65
62131,5,Gose,40-45,45-50,4.03
9825,2,AmericanIPA,40-45,45-50,3.88
2123,4,AmericanIPA,40-45,45-50,3.71
126284,33,AmericanAmberRedLager,35-40,40-45,3.77
75072,1,AmericanBlackAle,35-40,40-45,3.25
150932,1,AmericanIPA,40-45,45-50,4.1
20844,1,AmericanBlondeAle,35-40,40-45,3.53
106430,2,FruitVegetableBeer,35-40,40-45,2.5
142817,1,AmericanStout,40-45,45-50,3.75
124510,1,AmericanAmberRedAle,40-45,45-50,3.76
17220,1,ScotchAleWeeHeavy,40-45,45-50,3.97
53441,1,EnglishIndiaPaleAle(IPA),35-40,40-45,3.28
154902,649,AmericanDoubleImperialIPA,45-50,50-55,4.65
112303,2,AmericanWildAle,40-45,45-50,3.98
136486,2,AmericanStrongAle,45-50,50-55,3.84
32905,12,AmericanPorter,40-45,45-50,4.07
49582,1,Witbier,40-45,45-50,3.6
2301,288,Witbier,40-45,45-50,3.59
69435,2,MunichHellesLager,35-40,40-45,3.62
125958,2,AmericanDoubleImperialIPA,45-50,50-55,3.34
131293,3,ScotchAleWeeHeavy,40-45,45-50,3.34
32236,4,AmericanDoubleImperialStout,45-50,50-55,3.36
100776,3,BerlinerWeissbier,40-45,45-50,4.23
151965,1,Tripel,45-50,45-50,3.75
111347,6,EuroDarkLager,,45-50,3.97
28340,1,AmericanPaleAle(APA),35-40,40-45,3.22
55197,12,AmericanIPA,40-45,45-50,3.85
152404,6,AmericanDoubleImperialIPA,45-50,50-55,4.13
48426,9,AmericanDoubleImperialIPA,45-50,50-55,4.24
95688,1,Witbier,40-45,45-50,3.08
107124,6,ScotchAleWeeHeavy,40-45,45-50,3.92
5144,1,AmericanPaleAle(APA),35-40,40-45,3.49
131386,4,ScottishAle,40-45,45-50,3.77
62720,1,BelgianPaleAle,40-45,45-50,3.65
110372,191,AmericanPaleAle(APA),35-40,40-45,3.71
23821,9,AmericanPorter,40-45,45-50,4.15
80565,6,Altbier,40-45,45-50,3.74
91021,5,SaisonFarmhouseAle,45-50,45-50,3.67
147456,146,AmericanDoubleImperialIPA,45-50,50-55,4.31
16121,2,AmericanIPA,40-45,45-50,3.56
83071,2,AmericanPorter,40-45,45-50,3.54
76250,9,AmericanIPA,40-45,45-50,3.96
42642,1,SaisonFarmhouseAle,45-50,45-50,3.75
63486,2,AmericanDoubleImperialIPA,45-50,50-55,4.16
7337,1,AmericanDoubleImperialStout,45-50,50-55,3.58
144035,346,AmericanPaleAle(APA),35-40,40-45,4.01
19970,5,AmericanBlackAle,35-40,40-45,4.01
147869,12,BelgianPaleAle,40-45,45-50,3.39
53464,1,SaisonFarmhouseAle,45-50,45-50,3.3
39849,1,AmericanIPA,40-45,45-50,4.39
50356,2,AmericanIPA,40-45,45-50,3.38
83363,14,Klsch,35-40,40-45,3.84
114357,15,CzechPilsener,35-40,40-45,3.46
47932,437,BelgianPaleAle,40-45,45-50,3.9
147390,1,AmericanBlondeAle,35-40,40-45,3.31
127493,1,AmericanIPA,40-45,45-50,3
12534,1,SaisonFarmhouseAle,45-50,45-50,4.04
119895,2,AmericanIPA,40-45,45-50,3.47
100881,4,Hefeweizen,40-45,45-50,3.75
68725,3,Witbier,40-45,45-50,3.91
2338,11,Hefeweizen,40-45,45-50,3.69
159831,3,GermanPilsener,35-40,40-45,2.8
22416,0,EuroPaleLager,35-40,40-45,0
61072,0,AmericanIPA,40-45,45-50,0
86533,26,BelgianIPA,35-40,40-45,3.89
28067,2,AmericanIPA,40-45,45-50,4.48
157078,32,AmericanPorter,40-45,45-50,3.93
71209,0,AmericanIPA,40-45,45-50,0
17611,40,AmericanDoubleImperialIPA,45-50,50-55,4.08
18644,9,Altbier,40-45,45-50,4.07
157214,1,KellerbierZwickelbier,35-40,40-45,4.35
82918,28,AmericanBrownAle,40-45,45-50,3.73
47857,5,Altbier,40-45,45-50,3.03
115479,3,AmericanDoubleImperialIPA,45-50,50-55,4.01
84080,20,Kvass,,,3.37
71986,1,AmericanIPA,40-45,45-50,3.5
15876,0,AmericanPaleAle(APA),35-40,40-45,0
98461,20,EnglishBrownAle,40-45,45-50,3.53
103545,1,MaibockHellesBock,40-45,45-50,3.25
19369,44,AmericanDoubleImperialStout,45-50,50-55,3.62
24016,2,AmericanPaleAle(APA),35-40,40-45,3.5
57255,4,EnglishBrownAle,40-45,45-50,3.59
53612,4,Weizenbock,40-45,45-50,3.51
73916,1,AmericanDoubleImperialPilsner,40-45,45-50,3.99
74335,1,AmericanIPA,40-45,45-50,2.84
49220,2,Witbier,40-45,45-50,3.82
65693,12,AmericanIPA,40-45,45-50,3.88
75613,0,BelgianStrongDarkAle,45-50,45-50,0
47268,0,Dubbel,45-50,45-50,0
47682,131,MunichDunkelLager,40-45,45-50,4.01
12434,9,IrishDryStout,40-45,45-50,3.79
57004,0,AmericanPaleAle(APA),35-40,40-45,0
84203,4,CzechPilsener,35-40,40-45,3.06
134417,1,Hefeweizen,40-45,45-50,3.5
77552,2,Gose,40-45,45-50,4.26
103067,23,IrishDryStout,40-45,45-50,3.52
60922,1,AmericanAmberRedAle,40-45,45-50,3.09
64055,525,AmericanDoubleImperialStout,45-50,50-55,4.52
125989,1,LowAlcoholBeer,35-40,40-45,1.65
95226,16,Quadrupel(Quad),45-50,50-55,3.87
47682,3,MunichDunkelLager,40-45,45-50,3.92
31132,1,AmericanAmberRedAle,40-45,45-50,3.5
56104,1,AmericanPaleAle(APA),35-40,40-45,3.4
58937,27,LightLager,35-40,40-45,2.27
166369,2,LowAlcoholBeer,35-40,40-45,2.38
18361,1,SaisonFarmhouseAle,45-50,45-50,3.76
